"icao","iata","name","city","country","latitude","longitude"
"OERM","","Ras Mishab Airport","Rash Mishab","Saudi Arabia","28.07959938","48.61100006"
"OERR","RAE","Arar Domestic Airport","Arar","Saudi Arabia","30.90660095","41.13819885"
"OERT","","Ras Tanura Airport","Ras Tanura","Saudi Arabia","26.72310066","50.03079987"
"OERY","XXN","Riyadh Air Base","Riyadh","Saudi Arabia","24.70980072","46.72520065"
"OESB","","Shaibah Airport","Shaybah","Saudi Arabia","22.51449966","53.96409988"
"OESH","SHW","Sharurah Airport","Sharurah","Saudi Arabia","17.46689987","47.12139893"
"OESK","AJF","Al-Jawf Domestic Airport","Al-Jawf","Saudi Arabia","29.78510094","40.09999847"
"OESL","SLF","Sulayel Airport","Sulayel","Saudi Arabia","20.4647007","45.61959839"
"OETB","TUU","Tabuk Airport","Tabuk","Saudi Arabia","28.3654","36.6189"
"OETF","TIF","Ta’if Regional Airport","Taif","Saudi Arabia","21.483001","40.543442"
"OETH","","Thumamah Airport","Thumamah","Saudi Arabia","25.21299934","46.64099884"
"OETN","","Ras Tanajib Airport","Ras Tanajib","Saudi Arabia","27.86779976","48.76910019"
"OETR","TUI","Turaif Domestic Airport","Turaif","Saudi Arabia","31.692188","38.731544"
"OEWD","WAE","Wadi Al Dawasir Airport","Wadi-al-dawasir","Saudi Arabia","20.50429916","45.19960022"
"OEWJ","EJH","Al Wajh Domestic Airport","Wejh","Saudi Arabia","26.19860077","36.47639847"
"OEYN","YNB","Prince Abdulmohsin Bin Abdulaziz Airport","Yenbo","Saudi Arabia","24.144199","38.0634"
"OEZL","ZUL","Zilfi Airport","Zilfi","Saudi Arabia","26.35000038","44.83300018"
"OG39","","Longview Ranch Airport","Longview","United States","44.6617012","-119.6520004"
"OIAA","ABD","Abadan Airport","Abadan","Iran","30.37109947","48.22829819"
"OIAD","DEF","Dezful Airport","Dezful","Iran","32.434399","48.397598"
"OIAG","AKW","Aghajari Airport","Aghajari","Iran","30.7444","49.6772"
"OIAH","GCH","Gachsaran Airport","Gachsaran","Iran","30.33760071","50.82799912"
"OIAI","","Shahid Asyaee Airport","Masjed Soleiman","Iran","32.00239944","49.270401"
"OIAJ","OMI","Omidiyeh Airport","Omidyeh","Iran","30.83519936","49.53490067"
"OIAM","MRX","Mahshahr Airport","Bandar Mahshahr","Iran","30.55620003","49.15190125"
"OIAW","AWZ","Ahwaz Airport","Ahwaz","Iran","31.33740044","48.76200104"
"OIBA","AEU","Abu Musa Island Airport","Abumusa I.","Iran","25.8757","55.033001"
"OIBB","BUZ","Bushehr Airport","Bushehr","Iran","28.94479942","50.83459854"
"OIBH","","Bastak Airport","Bastak","Iran","27.21269989","54.3185997"
"OIBI","","Asaloyeh Airport","Golbandi","Iran","27.4814","52.615501"
"OIBJ","KNR","Jam Airport","Kangan","Iran","27.82049942","52.35219955"
"OIBK","KIH","Kish International Airport","Kish Island","Iran","26.52619934","53.98020172"
"OIBL","BDH","Bandar Lengeh Airport","Bandar Lengeh","Iran","26.53199959","54.82479858"
"OIBP","PGU","Persian Gulf International Airport","Khalije Fars","Iran","27.379601","52.737701"
"OIBQ","KHK","Khark Island Airport","Khark Island","Iran","29.26029968","50.32389832"
"OIBS","SXI","Sirri Island Airport","Siri Island","Iran","25.90889931","54.53939819"
"OIBV","LVP","Lavan Island Airport","Lavan Island","Iran","26.81030083","53.35630035"
"OICC","KSH","Shahid Ashrafi Esfahani Airport","Bakhtaran","Iran","34.34590149","47.15810013"
"OICI","IIL","Ilam Airport","Ilam","Iran","33.58660126","46.40480042"
"OICK","KHD","Khoram Abad Airport","Khorram Abad","Iran","33.4353981","48.28290176"
"OICS","SDG","Sanandaj Airport","Sanandaj","Iran","35.2458992","47.00920105"
"OIFE","IFH","Hesa Airport","Daran","Iran","32.92890167","51.56110001"
"OIFH","","Shahid Vatan Pour Air Base","Esfahan","Iran","32.56700134","51.6916008"
"OIFK","KKS","Kashan Airport","Kashan","Iran","33.895302","51.577"
"OIFM","IFN","Esfahan Shahid Beheshti International Airport","Esfahan","Iran","32.75080109","51.86130142"
"OIFP","","Badr Air Base","Sepah","Iran","32.62110138","51.6969986"
"OIFS","CQD","Shahrekord Airport","Shahre Kord","Iran","32.29719925","50.84220123"
"OIGG","RAS","Sardar-e-Jangal Airport","Rasht","Iran","37.323333","49.617778"
"OIHH","HDM","Hamadan Airport","Hamadan","Iran","34.86920166","48.55250168"
"OIHR","AJK","Arak Airport","Arak","Iran","34.13809967","49.84730148"
"OIHS","","Hamadan Air Base","Hamadan","Iran","35.21160126","48.65340042"
"OIIA","","Ghazvin Azadi Airport","Abe-ali","Iran","35.95209885","50.45080185"
"OIIC","","Kushke Nosrat Airport","Kushke Nosrat","Iran","34.98400116","50.80619812"
"OIID","","Doshan Tappeh Air Base","Teheran","Iran","35.70299911","51.47510147"
"OIIE","IKA","Imam Khomeini International Airport","Tehran","Iran","35.41609955","51.15219879"
"OIIG","","Ghale Morghi Airport","Teheran","Iran","35.64479828","51.38069916"
"OIII","THR","Mehrabad International Airport","Teheran","Iran","35.68920135","51.31340027"
"OIIK","GZW","Qazvin Airport","Ghazvin","Iran","36.240101","50.0471"
"OIIM","","Naja Airport","Khoram Dareh","Iran","35.77629852","50.88100052"
"OIIP","PYK","Payam International Airport","Karaj","Iran","35.77610016","50.8266983"
"OIIS","SNX","Semnan Municipal Airport","Semnan","Iran","35.591099","53.495098"
"OIKB","BND","Bandar Abbas International Airport","Bandar Abbas","Iran","27.21829987","56.37779999"
"OIKJ","JYR","Jiroft Airport","Jiroft","Iran","28.7269001","57.67029953"
"OIKK","KER","Kerman Airport","Kerman","Iran","30.27440071","56.9510994"
"OIKM","BXR","Bam Airport","Bam","Iran","29.08419991","58.45000076"
"OIKP","HDR","Havadarya Airport","Bandar Abbas","Iran","27.1583004","56.17250061"
"OIKQ","","Dayrestan Airport","Gheshm I.","Iran","26.75460052","55.90240097"
"OIKR","RJN","Rafsanjan Airport","Rafsanjan","Iran","30.29770088","56.05110168"
"OIKY","SYJ","Sirjan Airport","Sirjan","Iran","29.55089951","55.67269897"
"OIMB","XBJ","Birjand Airport","Birjand","Iran","32.89810181","59.26610184"
"OIMC","CKT","Sarakhs Airport","Sarakhs","Iran","36.50120163","61.06489944"
"OIMJ","RUD","Shahroud Airport","Emam Shahr","Iran","36.4253006","55.10419846"
"OIMM","MHD","Mashhad International Airport","Mashhad","Iran","36.23519897","59.64099884"
"OIMN","BJB","Bojnord Airport","Bojnourd","Iran","37.49300003","57.30820084"
"OIMS","AFZ","Sabzevar National Airport","Sabzevar","Iran","36.16809845","57.59519958"
"OIMT","TCX","Tabas Airport","Tabas","Iran","33.6678009","56.8927002"
"OINE","KLM","Kalaleh Airport","Kalaleh","Iran","37.38330078","55.45199966"
"OING","GBT","Gorgan Airport","Gorgan","Iran","36.90940094","54.40129852"
"OINJ","BSM","Bishe Kola Air Base","Amol","Iran","36.65510178","52.34960175"
"OINN","NSH","Noshahr Airport","Noshahr","Iran","36.66329956","51.46469879"
"OINR","RZR","Ramsar Airport","Ramsar","Iran","36.90990067","50.67959976"
"OINZ","SRY","Dasht-e Naz Airport","Dasht-e-naz","Iran","36.63579941","53.1935997"
"OISF","FAZ","Fasa Airport","Fasa","Iran","28.89179993","53.72330093"
"OISJ","JAR","Jahrom Airport","Jahrom","Iran","28.58670044","53.57910156"
"OISL","LRR","Lar Airport","Lar","Iran","27.67469978","54.38330078"
"OISR","LFM","Lamerd Airport","Lamerd","Iran","27.37269974","53.18880081"
"OISS","SYZ","Shiraz Shahid Dastghaib International Airport","Shiraz","Iran","29.53919983","52.58980179"
"OISY","YES","Yasouj Airport","Yasuj","Iran","30.70050049","51.54510117"
"OITH","KHA","Khaneh Airport","Khaneh","Iran","36.73334122","45.15000153"
"OITK","KHY","Khoy Airport","Khoy","Iran","38.42750168","44.97359848"
"OITL","ADU","Ardabil Airport","Ardabil","Iran","38.32569885","48.42440033"
"OITM","ACP","Sahand Airport","Maragheh","Iran","37.34799957","46.12789917"
"OITP","PFQ","Parsabade Moghan Airport","Parsabad","Iran","39.60359955","47.88150024"
"OITR","OMH","Urmia Airport","Uromiyeh","Iran","37.66809845","45.06869888"
"OITT","TBZ","Tabriz International Airport","Tabriz","Iran","38.13389969","46.23500061"
"OITU","IMQ","Maku National Airport","Showt","Iran","39.330002","44.43"
"OITZ","JWN","Zanjan Airport","Zanjan","Iran","36.77370071","48.3594017"
"OIYY","AZD","Shahid Sadooghi Airport","Yazd","Iran","31.9048996","54.2765007"
"OIZB","ACZ","Zabol Airport","Zabol","Iran","31.09830093","61.54389954"
"OIZC","ZBR","Konarak Airport","Chah Bahar","Iran","25.44330025","60.38209915"
"OIZH","ZAH","Zahedan International Airport","Zahedan","Iran","29.47570038","60.90620041"
"OIZI","IHR","Iran Shahr Airport","Iran Shahr","Iran","27.23609924","60.72000122"
"OIZJ","JSK","Jask Airport","Jask","Iran","25.653601","57.799301"
"OIZS","","Saravan Airport","Saravan","Iran","27.41930008","62.31579971"
"OJ40","","Muwaffaq Salti Air Base","AZRAQ","Jordan","31.82559967","36.7820015"
"OJAI","AMM","Queen Alia International Airport","Amman","Jordan","31.72260094","35.99319839"
"OJAM","ADJ","Amman-Marka International Airport","Amman","Jordan","31.97270012","35.99160004"
"OJAQ","AQJ","Aqaba King Hussein International Airport","Aqaba","Jordan","29.61160088","35.01810074"
"OJHF","","Prince Hassan Air Base","Hotel Four","Jordan","32.160702","37.149399"
"OJJR","","Jerusalem Airport","Jerusalem","West Bank","31.86470032","35.21920013"
"OJMF","OMF","King Hussein Air College","Mafraq","Jordan","32.3564","36.259201"
"OKAJ","XIJ","Ahmed Al Jaber Air Base","Ahmed Al Jaber AB","Kuwait","28.93479919","47.79190063"
"OKAS","","Ali Al Salem Air Base","Kuwait","Kuwait","29.34670067","47.52080154"
"OKBK","KWI","Kuwait International Airport","Kuwait","Kuwait","29.22660065","47.96889877"
"OLBA","BEY","Beirut Rafic Hariri International Airport","Beirut","Lebanon","33.82089996","35.48839951"
"OLKA","KYE","Rene Mouawad Air Base","Kleiat","Lebanon","34.58929825","36.01129913"
"OLRA","","Rayak Air Base","Rayak","Lebanon","33.85079956","35.98770142"
"OMAA","AUH","Abu Dhabi International Airport","Abu Dhabi","United Arab Emirates","24.43300056","54.65110016"
"OMAD","AZI","Bateen Airport","Abu Dhabi","United Arab Emirates","24.42830086","54.45809937"
"OMAH","","Al Hamra Aux Airport","Al Hamra","United Arab Emirates","24.0739994","52.46360016"
"OMAJ","","Jebel Dhana Airport","Jebel Dhana","United Arab Emirates","24.18740082","52.61399841"
"OMAL","AAN","Al Ain International Airport","Al Ain","United Arab Emirates","24.26169968","55.60919952"
"OMAM","DHF","Al Dhafra Air Base","Abu Dhabi","United Arab Emirates","24.24819946","54.54769897"
"OMAR","","Arzanah Airport","Arzana","United Arab Emirates","24.78050041","52.55989838"
"OMAS","","Das Island Airport","Das Island","United Arab Emirates","25.14620018","52.87369919"
"OMAZ","","Zirku Airport","Zirku","United Arab Emirates","24.86249161","53.07714081"
"OMBY","XSB","Sir Bani Yas Airport","Sir Bani Yas Island","United Arab Emirates","24.283611","52.580278"
"OMDB","DXB","Dubai International Airport","Dubai","United Arab Emirates","25.25279999","55.36439896"
"OMDL","ZDY","Delma Airport","Delma Island","United Arab Emirates","24.51","52.3352"
"OMDM","NHD","Al Minhad Air Base","Minhad AB","United Arab Emirates","25.02680016","55.36619949"
"OMDW","DWC","Al Maktoum International Airport","Dubai","United Arab Emirates","24.896356","55.161389"
"OMFJ","FJR","Fujairah International Airport","Fujeirah","United Arab Emirates","25.11219978","56.32400131"
"OMRK","RKT","Ras Al Khaimah International Airport","Ras Al Khaimah","United Arab Emirates","25.6135006","55.93880081"
"OMSJ","SHJ","Sharjah International Airport","Sharjah","United Arab Emirates","25.32859993","55.51720047"
"OOBR","RMB","Buraimi Airport","Buraimi","Oman","24.241111","55.784722"
"OODQ","DQM","Duqm International Airport","Duqm","Oman","19.501944","57.634167"
"OOFD","FAU","Fahud Airport","Fahud","Oman","22.35475932","56.48414612"
"OOGB","RNM","Qarn Alam Airport","Ghaba","Oman","21.38299942","57.04999924"
"OOJA","JNJ","Ja'Aluni Airport","Duqm","Oman","19.4749","57.3083"
"OOKB","KHS","Khasab Air Base","Khasab","Oman","26.17099953","56.24060059"
"OOLK","LKW","Lekhwair Airport","","Oman","22.80498468","55.37336826"
"OOMA","MSH","Masirah Air Base","Masirah","Oman","20.67539978","58.89049911"
"OOMS","MCT","Muscat International Airport","Muscat","Oman","23.59329987","58.28440094"
"OOMX","OMM","Marmul Airport","Marmul","Oman","18.13599968","55.18209839"
"OORQ","MNH","Rustaq Airport","Al Masna'ah","Oman","23.640556","57.4875"
"OOSA","SLL","Salalah Airport","Salalah","Oman","17.0387001","54.09130096"
"OOSH","OHS","Sohar Airport","Sohar","Oman","24.38604","56.62541"
"OOSR","SUH","Sur Airport","Sur","Oman","22.53300095","59.48300171"
"OOTH","TTH","Thumrait Air Base","Thumrait","Oman","17.66600037","54.02460098"
"OP17","DDU","Dadu West Airport","Dadu","Pakistan","26.74080086","67.66660309"
"OPBG","BHW","Bhagatanwala Airport","Bhagtanwala","Pakistan","32.05609894","72.9484024"
"OPBN","BNP","Bannu Airport","Bannu","Pakistan","32.9729","70.527901"
"OPBR","WGB","Bahawalnagar Airport","Bahawalnagar","Pakistan","29.94630051","73.24909973"
"OPBW","BHV","Bahawalpur Airport","Bahawalpur","Pakistan","29.34810066","71.71800232"
"OPCH","CJL","Chitral Airport","Chitral","Pakistan","35.88660049","71.80059814"
"OPCL","CHB","Chilas Airport","Chilas","Pakistan","35.42670059","74.08170319"
"OPDB","DBA","Dalbandin Airport","Dalbandin","Pakistan","28.87829971","64.39980316"
"OPDD","DDU","Dadu Airport","Dadu","Pakistan","26.55450058","67.67459869"
"OPDG","DEA","Dera Ghazi Khan Airport","Dera Ghazi Khan","Pakistan","29.96100044","70.48590088"
"OPDI","DSK","Dera Ismael Khan Airport","Dera Ismael Khan","Pakistan","31.90940094","70.89659882"
"OPFA","LYP","Faisalabad International Airport","Faisalabad","Pakistan","31.36499977","72.99479675"
"OPGD","GWD","Gwadar International Airport","Gwadar","Pakistan","25.23329926","62.32949829"
"OPGT","GIL","Gilgit Airport","Gilgit","Pakistan","35.91880035","74.33360291"
"OPIS","ISB","New Islamabad International Airport","Islamabad","Pakistan","33.560713","72.851613"
"OPJA","JAG","Shahbaz Air Base","Jacobsbad","Pakistan","28.28420067","68.4496994"
"OPJI","JIW","Jiwani Airport","Jiwani","Pakistan","25.06780052","61.80540085"
"OPKC","KHI","Jinnah International Airport","Karachi","Pakistan","24.9065","67.160797"
"OPKD","HDD","Hyderabad Airport","Hyderabad","Pakistan","25.3181","68.366096"
"OPKH","KDD","Khuzdar Airport","Khuzdar","Pakistan","27.79059982","66.64730072"
"OPKL","KBH","Kalat Airport","Kalat","Pakistan","29.13333321","66.51667023"
"OPKT","OHT","Kohat Airport","Kohat","Pakistan","33.56999969","71.44000244"
"OPKW","KCF","Kadanwari Airport","Kadanwari","Pakistan","27.16670036","69.3167038"
"OPLA","LHE","Alama Iqbal International Airport","Lahore","Pakistan","31.52160072","74.4036026"
"OPLH","","Walton Airport","Lahore","Pakistan","31.49480057","74.34619904"
"OPLL","LRG","Loralai Airport","Loralai","Pakistan","30.35549927","68.6135025"
"OPMA","XJM","Mangla Airport","Mangla","Pakistan","33.05009842","73.63839722"
"OPMF","MFG","Muzaffarabad Airport","Muzaffarabad","Pakistan","34.3390007","73.50859833"
"OPMI","MWD","Mianwali Air Base","Mianwali","Pakistan","32.56309891","71.5707016"
"OPMJ","MJD","Moenjodaro Airport","Moenjodaro","Pakistan","27.33519936","68.14309692"
"OPMK","","Mirpur Khas Air Base","Mirpur Khas","Pakistan","25.682501","69.0728"
"OPMP","MPD","Sindhri Tharparkar Airport","Sindhri","Pakistan","25.68280029","69.07279968"
"OPMR","","Masroor Air Base","Karachi","Pakistan","24.89360046","66.938797"
"OPMS","ATG","Minhas Air Base","Kamra","Pakistan","33.86909866","72.40090179"
"OPMT","MUX","Multan International Airport","Multan","Pakistan","30.20319939","71.4190979"
"OPNH","WNS","Shaheed Benazirabad Airport","Nawabshah","Pakistan","26.2194","68.390099"
"OPNK","NHS","Nushki Airport","Nushki","Pakistan","29.53899956","66.02330017"
"OPOK","","Okara Cantonment Airstrip","Okara","Pakistan","30.74099922","73.35769653"
"OPOR","ORW","Ormara Airport","Ormara Raik","Pakistan","25.27470016","64.58599854"
"OPPC","PAJ","Parachinar Airport","Parachinar","Pakistan","33.90209961","70.07160187"
"OPPG","PJG","Panjgur Airport","Panjgur","Pakistan","26.9545002","64.13249969"
"OPPI","PSI","Pasni Airport","Pasni","Pakistan","25.29050064","63.3451004"
"OPPS","PEW","Peshawar International Airport","Peshawar","Pakistan","33.9939003","71.51460266"
"OPQS","","Qasim Airport","Qasim","Pakistan","33.56019974","73.03320313"
"OPQT","UET","Quetta International Airport","Quetta","Pakistan","30.25139999","66.93779755"
"OPRK","RYK","Shaikh Zaid Airport","Rahim Yar Khan","Pakistan","28.38389969","70.27960205"
"OPRN","","Benazir Bhutto International Airport","Islamabad","Pakistan","33.616699","73.099197"
"OPRQ","","Rafiqui Air Base","Shorkot","Pakistan","30.75810051","72.28250122"
"OPRS","","Risalpur Air Base","Risalpur","Pakistan","34.08110046","71.97260284"
"OPRT","RAZ","Rawalakot Airport","Rawala Kot","Pakistan","33.84970093","73.79810333"
"OPSB","SBQ","Sibi Airport","Sibi","Pakistan","29.57119942","67.84790039"
"OPSD","KDU","Skardu Airport","Skardu","Pakistan","35.33549881","75.53600311"
"OPSF","","Faisal Air Base","Karachi","Pakistan","24.87420082","67.11849976"
"OPSK","SKZ","Sukkur Airport","Sukkur","Pakistan","27.72200012","68.79170227"
"OPSN","SYW","Sehwan Sharif Airport","Sehwan Sharif","Pakistan","26.47310066","67.71720123"
"OPSR","SGI","Mushaf Air Base","Sargodha","Pakistan","32.04859924","72.66500092"
"OPSS","SDT","Saidu Sharif Airport","Saidu Sharif","Pakistan","34.81359863","72.35279846"
"OPST","SKT","Sialkot Airport","Sialkot","Pakistan","32.53555679","74.3638916"
"OPSU","SUL","Sui Airport","Sui","Pakistan","28.64509964","69.17690277"
"OPSW","RZS","Sawan Airport","Sindh","Pakistan","26.9662","68.878098"
"OPTA","TLB","Tarbela Dam Airport","Tarbela","Pakistan","33.98609924","72.61139679"
"OPTH","BDN","Talhar Airport","Talhar","Pakistan","24.84149933","68.83840179"
"OPTT","TFT","Taftan Airport","Taftan","Pakistan","28.96419907","61.59540176"
"OPTU","TUK","Turbat International Airport","Turbat","Pakistan","25.9864006","63.03020096"
"OPWN","WAF","Wana Airport","Wana","Pakistan","32.30469894","69.57039642"
"OPZB","PZH","Zhob Airport","Zhob","Pakistan","31.35840034","69.46360016"
"ORAA","IQA","Al Asad Air Base","Al Asad","Iraq","33.78559875","42.44120026"
"ORAT","TQD","Al Taqaddum Air Base","Al Taqaddum","Iraq","33.33810043","43.5970993"
"ORBB","BMN","Bamarni Airport","Bamarni","Iraq","37.09880066","43.26660156"
"ORBD","XQC","Joint Base Balad","Al Bakr","Iraq","33.94020081","44.36159897"
"ORBI","BGW","Baghdad International Airport","Baghdad","Iraq","33.26250076","44.23460007"
"ORBM","OSM","Mosul International Airport","Mosul","Iraq","36.305801","43.1474"
"ORER","EBL","Erbil International Airport","Erbil","Iraq","36.23759842","43.96319962"
"ORKK","KIK","Kirkuk Air Base","Kirkuk","Iraq","35.4695015","44.34889984"
"ORMM","BSR","Basrah International Airport","Basrah","Iraq","30.54910088","47.66210175"
"ORNI","NJF","Al Najaf International Airport","Najaf","Iraq","31.989853","44.404317"
"ORQW","RQW","Qayyarah West Airport","Qayyarah","Iraq","35.76720047","43.12509918"
"ORSH","","Al Sahra Army Air Field","Tikrit","Iraq","34.6731987","43.54299927"
"ORSU","ISU","Sulaymaniyah International Airport","Sulaymaniyah","Iraq","35.5617485","45.31673813"
"ORTF","","Tall Afar Army Air Field","Tall Afar","Iraq","36.28310013","42.40299988"
"ORTI","","Al Taji Army Air Field","Taji","Iraq","33.52389908","44.25669861"
"ORTL","","Ali Air Base","Nasiriyah","Iraq","30.93580055","46.09009933"
"ORUB","","Ubaydah Bin Al Jarrah Airport","Al Cut","Iraq","32.48199844","45.75709915"
"OSAP","ALP","Aleppo International Airport","Aleppo","Syria","36.18069839","37.22439957"
"OSDI","DAM","Damascus International Airport","Damascus","Syria","33.41149902","36.5155983"
"OSDZ","DEZ","Deir ez-Zor Air Base","Deire Zor","Syria","35.2854","40.175999"
"OSKL","KAC","Kamishly Airport","Kamishly","Syria","37.02059937","41.19139862"
"OSLK","LTK","Bassel Al-Assad International Airport","Latakia","Syria","35.40110016","35.94869995"
"OSPR","PMS","Palmyra Airport","Palmyra","Syria","34.5574","38.316898"
"OTBD","DIA","Doha International Airport","Doha","Qatar","25.261101","51.565102"
"OTBH","XJD","Al Udeid Air Base","Doha","Qatar","25.11730003","51.31499863"
"OTHH","DOH","Hamad International Airport","Doha","Qatar","25.273056","51.608056"
"OYAA","ADE","Aden International Airport","Aden","Yemen","12.8295002","45.02880096"
"OYAB","EAB","Abbse Airport","Abbse","Yemen","16.010833","43.176667"
"OYAT","AXK","Ataq Airport","Ataq","Yemen","14.55130005","46.82619858"
"OYBA","","Al Badie Airport","Al Badie","Yemen","18.71929932","50.8368988"
"OYBI","BYD","Al-Bayda Airport","Al-Bayda","Yemen","14.105974","45.441079"
"OYBN","BHN","Beihan Airport","Beihan","Yemen","14.78199959","45.7201004"
"OYBQ","BUK","Al-Bough Airport","Al-Bough","Yemen","17.34670067","44.62170029"
"OYGD","AAY","Al Ghaidah International Airport","Al Ghaidah Intl","Yemen","16.19169998","52.17499924"
"OYHD","HOD","Hodeidah International Airport","Hodeidah","Yemen","14.75300026","42.97629929"
"OYKM","KAM","Kamaran Airport","Kamaran","Yemen","15.36330032","42.60499954"
"OYMB","MYN","Mareb Airport","Mareb","Yemen","15.46920013","45.32690048"
"OYMS","UKR","Mukeiras Airport","Mukayras","Yemen","13.9368","45.657"
"OYQN","IHN","Qishn Airport","Qishn","Yemen","15.41699982","51.68299866"
"OYRN","RIY","Mukalla International Airport","Mukalla","Yemen","14.66259956","49.375"
"OYSH","SYE","Sadah Airport","Sadah","Yemen","16.966999","43.733002"
"OYSN","SAH","Sana'a International Airport","Sanaa","Yemen","15.47630024","44.21969986"
"OYSQ","SCT","Socotra International Airport","Socotra","Yemen","12.63070011","53.90579987"
"OYSY","GXF","Sayun International Airport","Sayun Intl","Yemen","15.96609974","48.78829956"
"OYTZ","TAI","Ta'izz International Airport","Taiz","Yemen","13.68599987","44.13909912"
"PAAK","AKB","Atka Airport","Atka","United States","52.22029877","-174.2059937"
"PAAL","PML","Port Moller Airport","Cold Bay","United States","56.00600052","-160.5610046"
"PAAP","PTD","Port Alexander Seaplane Base","Port Alexander","United States","56.24679947","-134.647995"
"PAAQ","PAQ","Warren ""Bud"" Woods Palmer Municipal Airport","Palmer","United States","61.594898","-149.08901"
"PABA","BTI","Barter Island LRRS Airport","Barter Island","United States","70.13400269","-143.5820007"
"PABE","BET","Bethel Airport","Bethel","United States","60.77980042","-161.8379974"
"PABG","BVU","Beluga Airport","Beluga","United States","61.17219925","-151.0440063"
"PABI","BIG","Allen Army Airfield","Delta Junction","United States","63.99449921","-145.7220001"
"PABL","BKC","Buckland Airport","Buckland","United States","65.9815979","-161.1490021"
"PABM","BMX","Big Mountain Airport","Big Mountain","United States","59.36119843","-155.2590027"
"PABR","BRW","Wiley Post Will Rogers Memorial Airport","Barrow","United States","71.285402","-156.766008"
"PABT","BTT","Bettles Airport","Bettles","United States","66.91390228","-151.529007"
"PABV","","Birchwood Airport","Belmopan","Belize","61.41650009","-149.5070038"
"PACD","CDB","Cold Bay Airport","Cold Bay","United States","55.20610046","-162.7250061"
"PACE","CEM","Central Airport","Central","United States","65.57379913","-144.7830048"
"PACH","CHU","Chuathbaluk Airport","Chuathbaluk","United States","61.579102","-159.216003"
"PACI","CIK","Chalkyitsik Airport","Chalkyitsik","United States","66.64499664","-143.7400055"
"PACK","CYF","Chefornak Airport","Chefornak","United States","60.14920044","-164.2859955"
"PACL","","Clear Airport","Clear Mews","United States","64.301201","-149.119995"
"PACM","SCM","Scammon Bay Airport","Scammon Bay","United States","61.84529877","-165.5709991"
"PACR","IRC","Circle City /New/ Airport","Circle","United States","65.830498","-144.076008"
"PACV","CDV","Merle K (Mudhole) Smith Airport","Cordova","United States","60.4917984","-145.4779968"
"PACX","CXF","Coldfoot Airport","Coldfoot","United States","67.25219727","-150.2039948"
"PACY","CYT","Yakataga Airport","Yakataga","United States","60.080974","-142.494541"
"PACZ","CZF","Cape Romanzof LRRS Airport","Cape Romanzof","United States","61.78030014","-166.0390015"
"PADE","DRG","Deering Airport","Deering","United States","66.06960297","-162.7660065"
"PADG","RDB","Red Dog Airport","Red Dog","United States","68.03209686","-162.8990021"
"PADK","ADK","Adak Airport","Adak Island","United States","51.87799835","-176.6459961"
"PADL","DLG","Dillingham Airport","Dillingham","United States","59.04470062","-158.5050049"
"PADM","MLL","Marshall Don Hunter Sr Airport","Marshall","United States","61.86429977","-162.026001"
"PADQ","ADQ","Kodiak Airport","Kodiak","United States","57.75","-152.4940033"
"PADU","DUT","Unalaska Airport","Unalaska","United States","53.90010071","-166.5440063"
"PADY","KKH","Kongiganak Airport","Kongiganak","United States","59.96080017","-162.8809967"
"PAED","EDF","Elmendorf Air Force Base","Anchorage","United States","61.25099945","-149.8070068"
"PAEE","EEK","Eek Airport","Eek","United States","60.21367264","-162.0438843"
"PAEG","EAA","Eagle Airport","Eagle","United States","64.77639771","-141.151001"
"PAEH","EHM","Cape Newenham LRRS Airport","Cape Newenham","United States","58.64640045","-162.0630035"
"PAEI","EIL","Eielson Air Force Base","Fairbanks","United States","64.66570282","-147.102005"
"PAEL","ELV","Elfin Cove Seaplane Base","Elfin Cove","United States","58.19520187","-136.3470001"
"PAEM","EMK","Emmonak Airport","Emmonak","United States","62.78609848","-164.4909973"
"PAEN","ENA","Kenai Municipal Airport","Kenai","United States","60.57310104","-151.2449951"
"PAEW","WWT","Newtok Airport","Newtok","United States","60.93909836","-164.6410065"
"PAFA","FAI","Fairbanks International Airport","Fairbanks","United States","64.81510162","-147.8560028"
"PAFB","FBK","Ladd AAF Airfield","Fort Wainwright","United States","64.83750153","-147.6139984"
"PAFE","","Kake Airport","Kake","United States","56.96139908","-133.9100037"
"PAFM","ABL","Ambler Airport","Ambler","United States","67.1063","-157.856989"
"PAFR","FRN","Bryant Army Heliport","Fort Richardson","United States","61.26639938","-149.6529999"
"PAFS","NIB","Nikolai Airport","Nikolai","United States","63.0186","-154.358002"
"PAFV","FMC","Five Mile Airport","Five Mile","United States","65.92700195","-149.8399963"
"PAFW","FWL","Farewell Airport","Farewell","United States","62.50659943","-153.8939972"
"PAGA","GAL","Edward G. Pitka Sr Airport","Galena","United States","64.73619843","-156.9369965"
"PAGB","GBH","Galbraith Lake Airport","Galbraith Lake","United States","68.47969818","-149.4900055"
"PAGG","KWK","Kwigillingok Airport","Kwigillingok","United States","59.876499","-163.169005"
"PAGH","SHG","Shungnak Airport","Shungnak","United States","66.88809967","-157.1620026"
"PAGK","GKN","Gulkana Airport","Gulkana","United States","62.1548996","-145.4570007"
"PAGL","GLV","Golovin Airport","Golovin","United States","64.55049896","-163.0070038"
"PAGM","GAM","Gambell Airport","Gambell","United States","63.76679993","-171.7330017"
"PAGN","AGN","Angoon Seaplane Base","Angoon","United States","57.503601","-134.585007"
"PAGQ","BGQ","Big Lake Airport","Big Lake","United States","61.53609848","-149.8139954"
